;journée;domicile;extérieur;temps;minutes;secondes;intervalle de temps;période;action;joueur;équipe;numéro joueur;score USDH;score adversaire;différence de buts;situation au score;nbr joueurs de champs USDH;nbr joueurs de champs adversaire;situation numérique
774;J7;Ligné;USDH;53.1;53;6;(50.0, 55.0];2;tir;paul RUIZGARCIA;Ligné;2.0;16;21;-5;adversaire mène;6;6;0
775;J7;Ligné;USDH;53.266666666666666;53;16;(50.0, 55.0];2;temps mort d'équipe visiteur; ;USDH;;16;21;-5;adversaire mène;6;6;0
776;J7;Ligné;USDH;53.61666666666667;53;37;(50.0, 55.0];2;but;vivien HENNETIER;USDH;33.0;17;21;-4;adversaire mène;6;6;0
777;J7;Ligné;USDH;54.11666666666667;54;7;(50.0, 55.0];2;but;theo BENNASAR;Ligné;13.0;17;22;-5;adversaire mène;6;6;0
778;J7;Ligné;USDH;54.36666666666667;54;22;(50.0, 55.0];2;tir;mathis DUPAS;Ligné;10.0;17;22;-5;adversaire mène;6;6;0
779;J7;Ligné;USDH;54.75;54;45;(50.0, 55.0];2;but;kevin MANCEAU;USDH;7.0;18;22;-4;adversaire mène;6;6;0
780;J7;Ligné;USDH;55.3;55;18;(55.0, 60.0];2;temps mort d'équipe recevant; ;Ligné;;18;22;-4;adversaire mène;6;6;0
781;J7;Ligné;USDH;55.666666666666664;55;40;(55.0, 60.0];2;but;mathis DUPAS;Ligné;10.0;18;23;-5;adversaire mène;6;6;0
782;J7;Ligné;USDH;56.0;56;0;(55.0, 60.0];2;tir;simon PELISSON;USDH;27.0;18;23;-5;adversaire mène;6;6;0
783;J7;Ligné;USDH;56.083333333333336;56;5;(55.0, 60.0];2;but;alexandre COMMEYRAS;USDH;99.0;19;23;-4;adversaire mène;6;6;0
784;J7;Ligné;USDH;57.03333333333333;57;2;(55.0, 60.0];2;but;mattis BONDU;Ligné;6.0;19;24;-5;adversaire mène;6;6;0
785;J7;Ligné;USDH;57.61666666666667;57;37;(55.0, 60.0];2;but;mattis BONDU;Ligné;6.0;19;25;-6;adversaire mène;6;6;0
786;J7;Ligné;USDH;57.95;57;57;(55.0, 60.0];2;but;stephen OGERON;Ligné;8.0;19;26;-7;adversaire mène;6;6;0
787;J7;Ligné;USDH;58.53333333333333;58;32;(55.0, 60.0];2;but;simon PELISSON;USDH;27.0;20;26;-6;adversaire mène;6;6;0
788;J7;Ligné;USDH;58.96666666666667;58;58;(55.0, 60.0];2;but;theo BENNASAR;Ligné;13.0;20;27;-7;adversaire mène;6;6;0
789;J7;Ligné;USDH;59.333333333333336;59;20;(55.0, 60.0];2;tir;simon PELISSON;USDH;27.0;20;27;-7;adversaire mène;6;6;0
790;J7;Ligné;USDH;59.68333333333333;59;41;(55.0, 60.0];2;tir;alexandre COMMEYRAS;USDH;99.0;20;27;-7;adversaire mène;6;6;0
791;J7;Ligné;USDH;59.78333333333333;59;47;(55.0, 60.0];2;but;stephen OGERON;Ligné;8.0;20;28;-8;adversaire mène;6;6;0
792;J7;Ligné;USDH;60.0;60;0;(55.0, 60.0];2; ; ; ;;20;28;-8;adversaire mène;6;6;0
